,label,animal_id,Cell,image_id,norm_mean_tmem,norm_mean_cd68,tmem_level,cd68_level,Breeder ID,Animal ID,Age,Section Key,Breeder ID.1,Animal ID.1,Sex,Age.1,Date of Surgery,Ab
219,B22_2_MIP.czi:c:3/4 - B22_2_MIP.czi #1,B22,4,2,0.10743381492347313,0.002723612161231029,mid,mid,W(25),M1,P17,B22,W(25),M1,Male,P15,12/10/2022,a-gp120
220,B22_3_MIP.czi:c:3/4 - B22_3_MIP.czi #1,B22,1,3,0.1113857352381987,-0.01982005252532866,high,low,W(25),M1,P17,B22,W(25),M1,Male,P15,12/10/2022,a-gp120
221,B22_3_MIP.czi:c:3/4 - B22_3_MIP.czi #1,B22,2,3,0.049058303071125214,0.0015532398976545597,low,mid,W(25),M1,P17,B22,W(25),M1,Male,P15,12/10/2022,a-gp120
222,B22_3_MIP.czi:c:3/4 - B22_3_MIP.czi #1,B22,3,3,0.05833862588570102,0.004021945200922666,mid,mid,W(25),M1,P17,B22,W(25),M1,Male,P15,12/10/2022,a-gp120
223,B22_3_MIP.czi:c:3/4 - B22_3_MIP.czi #1,B22,4,3,0.08933847761953745,0.0162522615567455,mid,high,W(25),M1,P17,B22,W(25),M1,Male,P15,12/10/2022,a-gp120
224,B24_1_MIP.czi:c:3/4 - B24_1_MIP.czi #1,B24,1,1,0.0725491661074971,0.015498857292184642,mid,high,W(28),F1.1,P17,B24,W(28),F1,Female,P15,1/11/2023,a-CSF1
225,B24_1_MIP.czi:c:3/4 - B24_1_MIP.czi #1,B24,2,1,0.09933169133598549,0.020579005112998483,mid,high,W(28),F1.1,P17,B24,W(28),F1,Female,P15,1/11/2023,a-CSF1
226,B24_1_MIP.czi:c:3/4 - B24_1_MIP.czi #1,B24,3,1,0.09845824884926346,0.023929697163148855,mid,high,W(28),F1.1,P17,B24,W(28),F1,Female,P15,1/11/2023,a-CSF1
227,B24_1_MIP.czi:c:3/4 - B24_1_MIP.czi #1,B24,4,1,0.06579751618370237,0.031783423699907457,mid,high,W(28),F1.1,P17,B24,W(28),F1,Female,P15,1/11/2023,a-CSF1
228,B24_2_MIP.czi:c:3/4 - B24_2_MIP.czi #1,B24,1,2,0.04976711717866991,-0.010859743844785733,low,low,W(28),F1.1,P17,B24,W(28),F1,Female,P15,1/11/2023,a-CSF1
229,B24_2_MIP.czi:c:3/4 - B24_2_MIP.czi #1,B24,2,2,0.006990569086795614,-0.04629546528657183,low,low,W(28),F1.1,P17,B24,W(28),F1,Female,P15,1/11/2023,a-CSF1
230,B24_2_MIP.czi:c:3/4 - B24_2_MIP.czi #1,B24,3,2,0.05108400867663128,-0.015470588637809951,mid,low,W(28),F1.1,P17,B24,W(28),F1,Female,P15,1/11/2023,a-CSF1
231,B24_2_MIP.czi:c:3/4 - B24_2_MIP.czi #1,B24,4,2,0.04800551242988341,0.003788180575144545,low,mid,W(28),F1.1,P17,B24,W(28),F1,Female,P15,1/11/2023,a-CSF1
232,B24_3_MIP.czi:c:3/4 - B24_3_MIP.czi #1,B24,1,3,0.14789500806223715,-0.018272852702096165,high,low,W(28),F1.1,P17,B24,W(28),F1,Female,P15,1/11/2023,a-CSF1
233,B24_3_MIP.czi:c:3/4 - B24_3_MIP.czi #1,B24,2,3,0.058292158451014264,-0.006134695554228339,mid,mid,W(28),F1.1,P17,B24,W(28),F1,Female,P15,1/11/2023,a-CSF1
234,B24_3_MIP.czi:c:3/4 - B24_3_MIP.czi #1,B24,3,3,0.08075392790086527,-0.02557656864441786,mid,low,W(28),F1.1,P17,B24,W(28),F1,Female,P15,1/11/2023,a-CSF1
235,B24_3_MIP.czi:c:3/4 - B24_3_MIP.czi #1,B24,4,3,0.06323687589049808,-0.016133682631493382,mid,low,W(28),F1.1,P17,B24,W(28),F1,Female,P15,1/11/2023,a-CSF1
236,B25_1_MIP.czi:c:3/4 - B25_1_MIP.czi #1,B25,1,1,0.11350450024147044,-0.04925814072031878,high,low,W(28),M1.1,P17,B25,W(28),M1,Male,P15,1/11/2023,a-CSF1
237,B25_1_MIP.czi:c:3/4 - B25_1_MIP.czi #1,B25,2,1,0.12953156419625528,0.015707671328208078,high,high,W(28),M1.1,P17,B25,W(28),M1,Male,P15,1/11/2023,a-CSF1
238,B25_1_MIP.czi:c:3/4 - B25_1_MIP.czi #1,B25,3,1,0.05960450572259328,0.008029944695917987,mid,mid,W(28),M1.1,P17,B25,W(28),M1,Male,P15,1/11/2023,a-CSF1
239,B25_1_MIP.czi:c:3/4 - B25_1_MIP.czi #1,B25,4,1,0.10915737212251062,0.017774845060253786,mid,high,W(28),M1.1,P17,B25,W(28),M1,Male,P15,1/11/2023,a-CSF1
240,B25_2_MIP.czi:c:3/4 - B25_2_MIP.czi #1,B25,1,2,0.10060397981786698,-0.011205510092708287,mid,low,W(28),M1.1,P17,B25,W(28),M1,Male,P15,1/11/2023,a-CSF1
241,B25_2_MIP.czi:c:3/4 - B25_2_MIP.czi #1,B25,2,2,0.1135522134947734,-0.00389133794373607,high,mid,W(28),M1.1,P17,B25,W(28),M1,Male,P15,1/11/2023,a-CSF1
242,B25_2_MIP.czi:c:3/4 - B25_2_MIP.czi #1,B25,3,2,0.08422084963269491,-0.005498312409074849,mid,mid,W(28),M1.1,P17,B25,W(28),M1,Male,P15,1/11/2023,a-CSF1
243,B25_2_MIP.czi:c:3/4 - B25_2_MIP.czi #1,B25,4,2,0.10877410346421232,-0.01836192750205483,mid,low,W(28),M1.1,P17,B25,W(28),M1,Male,P15,1/11/2023,a-CSF1
244,B25_3_MIP.czi:c:3/4 - B25_3_MIP.czi #1,B25,1,3,0.07300930308273895,-0.02800471082867577,mid,low,W(28),M1.1,P17,B25,W(28),M1,Male,P15,1/11/2023,a-CSF1
245,B25_3_MIP.czi:c:3/4 - B25_3_MIP.czi #1,B25,2,3,0.10748799347463805,-0.05367954003698641,mid,low,W(28),M1.1,P17,B25,W(28),M1,Male,P15,1/11/2023,a-CSF1
246,B25_3_MIP.czi:c:3/4 - B25_3_MIP.czi #1,B25,3,3,0.09028979440568016,-0.03621563540669602,mid,low,W(28),M1.1,P17,B25,W(28),M1,Male,P15,1/11/2023,a-CSF1
247,B25_3_MIP.czi:c:3/4 - B25_3_MIP.czi #1,B25,4,3,0.09212732672627175,0.009424269215037806,mid,mid,W(28),M1.1,P17,B25,W(28),M1,Male,P15,1/11/2023,a-CSF1
248,B26_1_MIP.czi:c:3/4 - B26_1_MIP.czi #1,B26,1,1,0.18245399846556193,-0.024983424123450948,high,low,W(25),F1.1,P17,B26,W(25)-3,F1,Female,P15,1/10/2023,a-CSF1
249,B26_1_MIP.czi:c:3/4 - B26_1_MIP.czi #1,B26,2,1,0.23501758728467753,0.008005072074927982,high,mid,W(25),F1.1,P17,B26,W(25)-3,F1,Female,P15,1/10/2023,a-CSF1
250,B26_1_MIP.czi:c:3/4 - B26_1_MIP.czi #1,B26,3,1,0.14536907827538093,-0.004327552473709181,high,mid,W(25),F1.1,P17,B26,W(25)-3,F1,Female,P15,1/10/2023,a-CSF1
251,B26_1_MIP.czi:c:3/4 - B26_1_MIP.czi #1,B26,4,1,0.2771930957300275,-0.04088174526008752,high,low,W(25),F1.1,P17,B26,W(25)-3,F1,Female,P15,1/10/2023,a-CSF1
252,B26_2_MIP.czi:c:3/4 - B26_2_MIP.czi #1,B26,1,2,0.16005193441092375,-0.009199976658691711,high,low,W(25),F1.1,P17,B26,W(25)-3,F1,Female,P15,1/10/2023,a-CSF1
253,B26_2_MIP.czi:c:3/4 - B26_2_MIP.czi #1,B26,2,2,0.18967215244235422,-0.028559082546432052,high,low,W(25),F1.1,P17,B26,W(25)-3,F1,Female,P15,1/10/2023,a-CSF1
254,B26_2_MIP.czi:c:3/4 - B26_2_MIP.czi #1,B26,3,2,0.2971721088040028,-0.024633524008778274,high,low,W(25),F1.1,P17,B26,W(25)-3,F1,Female,P15,1/10/2023,a-CSF1
255,B26_2_MIP.czi:c:3/4 - B26_2_MIP.czi #1,B26,4,2,0.24369998497557396,0.008754384021295247,high,mid,W(25),F1.1,P17,B26,W(25)-3,F1,Female,P15,1/10/2023,a-CSF1
256,B26_3_MIP.czi:c:3/4 - B26_3_MIP.czi #1,B26,1,3,0.16161538974773362,-0.010850926360485944,high,low,W(25),F1.1,P17,B26,W(25)-3,F1,Female,P15,1/10/2023,a-CSF1
257,B26_3_MIP.czi:c:3/4 - B26_3_MIP.czi #1,B26,2,3,0.223445665647697,-0.05088985463517662,high,low,W(25),F1.1,P17,B26,W(25)-3,F1,Female,P15,1/10/2023,a-CSF1
258,B26_3_MIP.czi:c:3/4 - B26_3_MIP.czi #1,B26,3,3,0.12932870152246478,-0.001927757016282755,high,mid,W(25),F1.1,P17,B26,W(25)-3,F1,Female,P15,1/10/2023,a-CSF1
259,B26_3_MIP.czi:c:3/4 - B26_3_MIP.czi #1,B26,4,3,0.1601891879520622,-0.0031178642742279716,high,mid,W(25),F1.1,P17,B26,W(25)-3,F1,Female,P15,1/10/2023,a-CSF1
260,B27_1_MIP.czi:c:3/4 - B27_1_MIP.czi #1,B27,1,1,0.1264092170732123,-0.0869921359050691,high,low,W(28),F3.1,P17,B27,W(28),F3,Female,P15,1/11/2023,a-gp120
261,B27_1_MIP.czi:c:3/4 - B27_1_MIP.czi #1,B27,2,1,0.10094910291781216,-0.027441485858929582,mid,low,W(28),F3.1,P17,B27,W(28),F3,Female,P15,1/11/2023,a-gp120
262,B27_1_MIP.czi:c:3/4 - B27_1_MIP.czi #1,B27,3,1,0.13637073408845177,-0.05880029602880506,high,low,W(28),F3.1,P17,B27,W(28),F3,Female,P15,1/11/2023,a-gp120
263,B27_1_MIP.czi:c:3/4 - B27_1_MIP.czi #1,B27,4,1,0.12593137190589745,-0.05076058885209771,high,low,W(28),F3.1,P17,B27,W(28),F3,Female,P15,1/11/2023,a-gp120
264,B27_2_MIP.czi:c:3/4 - B27_2_MIP.czi #1,B27,1,2,0.1730595287484552,-0.03304375488352118,high,low,W(28),F3.1,P17,B27,W(28),F3,Female,P15,1/11/2023,a-gp120
265,B27_2_MIP.czi:c:3/4 - B27_2_MIP.czi #1,B27,2,2,0.16310433252025988,-0.03273439896593727,high,low,W(28),F3.1,P17,B27,W(28),F3,Female,P15,1/11/2023,a-gp120
266,B27_2_MIP.czi:c:3/4 - B27_2_MIP.czi #1,B27,3,2,0.07380865533922149,-0.03679574727808012,mid,low,W(28),F3.1,P17,B27,W(28),F3,Female,P15,1/11/2023,a-gp120
267,B27_2_MIP.czi:c:3/4 - B27_2_MIP.czi #1,B27,4,2,0.09515865838374535,-0.04070011521866582,mid,low,W(28),F3.1,P17,B27,W(28),F3,Female,P15,1/11/2023,a-gp120
268,B27_3_MIP.czi:c:3/4 - B27_3_MIP.czi #1,B27,1,3,0.14838752721353485,-0.021359507555662627,high,low,W(28),F3.1,P17,B27,W(28),F3,Female,P15,1/11/2023,a-gp120
269,B27_3_MIP.czi:c:3/4 - B27_3_MIP.czi #1,B27,2,3,0.16399859963492971,-0.028263338303119834,high,low,W(28),F3.1,P17,B27,W(28),F3,Female,P15,1/11/2023,a-gp120
270,B27_3_MIP.czi:c:3/4 - B27_3_MIP.czi #1,B27,3,3,0.1033719524237901,-0.00984536060134586,mid,low,W(28),F3.1,P17,B27,W(28),F3,Female,P15,1/11/2023,a-gp120
271,B27_3_MIP.czi:c:3/4 - B27_3_MIP.czi #1,B27,4,3,0.09906979904655297,0.0006923756423965755,mid,mid,W(28),F3.1,P17,B27,W(28),F3,Female,P15,1/11/2023,a-gp120
272,B28_1_MIP.czi:c:3/4 - B28_1_MIP.czi #1,B28,1,1,0.11764897710720262,-0.037751426852889985,high,low,W(25),F3.1,P17,B28,W(25)-3,F3,Female,P15,1/10/2023,a-IL34
273,B28_1_MIP.czi:c:3/4 - B28_1_MIP.czi #1,B28,2,1,0.17429238131238653,-0.03386631469196677,high,low,W(25),F3.1,P17,B28,W(25)-3,F3,Female,P15,1/10/2023,a-IL34
274,B28_1_MIP.czi:c:3/4 - B28_1_MIP.czi #1,B28,3,1,0.18931488522563084,-0.049891574546401876,high,low,W(25),F3.1,P17,B28,W(25)-3,F3,Female,P15,1/10/2023,a-IL34
275,B28_1_MIP.czi:c:3/4 - B28_1_MIP.czi #1,B28,4,1,0.1895655775324108,-0.05697587537221048,high,low,W(25),F3.1,P17,B28,W(25)-3,F3,Female,P15,1/10/2023,a-IL34
276,B28_2_MIP.czi:c:3/4 - B28_2_MIP.czi #1,B28,1,2,0.04000640081875713,-0.025495453750019784,low,low,W(25),F3.1,P17,B28,W(25)-3,F3,Female,P15,1/10/2023,a-IL34
277,B28_2_MIP.czi:c:3/4 - B28_2_MIP.czi #1,B28,2,2,0.03802263689114728,-0.022328445048322043,low,low,W(25),F3.1,P17,B28,W(25)-3,F3,Female,P15,1/10/2023,a-IL34
278,B28_2_MIP.czi:c:3/4 - B28_2_MIP.czi #1,B28,3,2,0.011160002776406025,-0.0027025748513318654,low,mid,W(25),F3.1,P17,B28,W(25)-3,F3,Female,P15,1/10/2023,a-IL34
279,B28_2_MIP.czi:c:3/4 - B28_2_MIP.czi #1,B28,4,2,-0.014776846594684562,-0.021282224807453648,low,low,W(25),F3.1,P17,B28,W(25)-3,F3,Female,P15,1/10/2023,a-IL34
280,B28_3_MIP.czi:c:3/4 - B28_3_MIP.czi #1,B28,1,3,0.09679335538827316,-0.07232444203047093,mid,low,W(25),F3.1,P17,B28,W(25)-3,F3,Female,P15,1/10/2023,a-IL34
281,B28_3_MIP.czi:c:3/4 - B28_3_MIP.czi #1,B28,2,3,0.029920045023190817,-0.028544605950047555,low,low,W(25),F3.1,P17,B28,W(25)-3,F3,Female,P15,1/10/2023,a-IL34
282,B28_3_MIP.czi:c:3/4 - B28_3_MIP.czi #1,B28,3,3,0.08239556338758162,-0.05214937286202964,mid,low,W(25),F3.1,P17,B28,W(25)-3,F3,Female,P15,1/10/2023,a-IL34
283,B28_3_MIP.czi:c:3/4 - B28_3_MIP.czi #1,B28,4,3,5.9590212602850245e-05,-0.06662829987512899,low,low,W(25),F3.1,P17,B28,W(25)-3,F3,Female,P15,1/10/2023,a-IL34
284,B29_1_MIP.czi:c:3/4 - B29_1_MIP.czi #1,B29,1,1,0.19476478103540515,0.01729306069000132,high,high,W(25),F4.1,P17,B29,W(25)-3,F4,Female,P15,1/10/2023,a-gp120
285,B29_1_MIP.czi:c:3/4 - B29_1_MIP.czi #1,B29,2,1,0.1419499619364369,0.03120373151567933,high,high,W(25),F4.1,P17,B29,W(25)-3,F4,Female,P15,1/10/2023,a-gp120
286,B29_1_MIP.czi:c:3/4 - B29_1_MIP.czi #1,B29,3,1,0.3111829577308821,0.004687159600100466,high,mid,W(25),F4.1,P17,B29,W(25)-3,F4,Female,P15,1/10/2023,a-gp120
287,B29_1_MIP.czi:c:3/4 - B29_1_MIP.czi #1,B29,4,1,0.22208677109817104,0.025032067579758857,high,high,W(25),F4.1,P17,B29,W(25)-3,F4,Female,P15,1/10/2023,a-gp120
288,B29_2_MIP.czi:c:3/4 - B29_2_MIP.czi #1,B29,1,2,0.4148246261455028,0.022213828288275284,high,high,W(25),F4.1,P17,B29,W(25)-3,F4,Female,P15,1/10/2023,a-gp120
289,B29_2_MIP.czi:c:3/4 - B29_2_MIP.czi #1,B29,2,2,0.2748908511965335,-9.609272649682699e-05,high,mid,W(25),F4.1,P17,B29,W(25)-3,F4,Female,P15,1/10/2023,a-gp120
290,B29_2_MIP.czi:c:3/4 - B29_2_MIP.czi #1,B29,3,2,0.3841371388470042,-0.05367191638939908,high,low,W(25),F4.1,P17,B29,W(25)-3,F4,Female,P15,1/10/2023,a-gp120
291,B29_2_MIP.czi:c:3/4 - B29_2_MIP.czi #1,B29,4,2,0.27570520606560395,-0.023667566453973388,high,low,W(25),F4.1,P17,B29,W(25)-3,F4,Female,P15,1/10/2023,a-gp120
292,B29_1_MIP.czi:c:3/4 - B29_1_MIP.czi #1,B29,1,1,0.2566952551090472,0.02077436223494386,high,high,W(25),F4.1,P17,B29,W(25)-3,F4,Female,P15,1/10/2023,a-gp120
293,B29_1_MIP.czi:c:3/4 - B29_1_MIP.czi #1,B29,2,1,0.31172339582436914,0.008641045034801662,high,mid,W(25),F4.1,P17,B29,W(25)-3,F4,Female,P15,1/10/2023,a-gp120
294,B29_1_MIP.czi:c:3/4 - B29_1_MIP.czi #1,B29,3,1,0.18344981321288467,0.00911848768258186,high,mid,W(25),F4.1,P17,B29,W(25)-3,F4,Female,P15,1/10/2023,a-gp120
295,B29_1_MIP.czi:c:3/4 - B29_1_MIP.czi #1,B29,4,1,0.33118797657878846,0.004531675636808341,high,mid,W(25),F4.1,P17,B29,W(25)-3,F4,Female,P15,1/10/2023,a-gp120
296,B29_2_MIP.czi:c:3/4 - B29_2_MIP.czi #1,B29,1,2,0.39791959011846095,0.00288973011780827,high,mid,W(25),F4.1,P17,B29,W(25)-3,F4,Female,P15,1/10/2023,a-gp120
297,B29_2_MIP.czi:c:3/4 - B29_2_MIP.czi #1,B29,2,2,0.3131905327304685,-0.004685394920424246,high,mid,W(25),F4.1,P17,B29,W(25)-3,F4,Female,P15,1/10/2023,a-gp120
298,B29_2_MIP.czi:c:3/4 - B29_2_MIP.czi #1,B29,3,2,0.24284202995061657,-0.04146879549094151,high,low,W(25),F4.1,P17,B29,W(25)-3,F4,Female,P15,1/10/2023,a-gp120
299,B29_2_MIP.czi:c:3/4 - B29_2_MIP.czi #1,B29,4,2,0.3171056399619204,-0.04203284158083971,high,low,W(25),F4.1,P17,B29,W(25)-3,F4,Female,P15,1/10/2023,a-gp120
300,B29_3_MIP.czi:c:3/4 - B29_3_MIP.czi #1,B29,1,3,0.3502258465140525,-0.06525887271320896,high,low,W(25),F4.1,P17,B29,W(25)-3,F4,Female,P15,1/10/2023,a-gp120
301,B29_3_MIP.czi:c:3/4 - B29_3_MIP.czi #1,B29,2,3,0.38731385177307154,-0.06034277881867872,high,low,W(25),F4.1,P17,B29,W(25)-3,F4,Female,P15,1/10/2023,a-gp120
302,B29_3_MIP.czi:c:3/4 - B29_3_MIP.czi #1,B29,3,3,0.40940984062069624,-0.10436066921964468,high,low,W(25),F4.1,P17,B29,W(25)-3,F4,Female,P15,1/10/2023,a-gp120
303,B29_3_MIP.czi:c:3/4 - B29_3_MIP.czi #1,B29,4,3,0.22907293475426752,-0.06484352896142731,high,low,W(25),F4.1,P17,B29,W(25)-3,F4,Female,P15,1/10/2023,a-gp120
304,B30_1_MIP.czi:c:3/4 - B30_1_MIP.czi #1,B30,1,1,0.07872350538415541,-0.008586012990510913,mid,low,W(25),F2.1,P17,B30,W(25)-3,F2,Female,P15,1/10/2023,a-CSF1
305,B30_1_MIP.czi:c:3/4 - B30_1_MIP.czi #1,B30,2,1,0.12724277889427432,-0.0004124469664131547,high,mid,W(25),F2.1,P17,B30,W(25)-3,F2,Female,P15,1/10/2023,a-CSF1
306,B30_1_MIP.czi:c:3/4 - B30_1_MIP.czi #1,B30,3,1,0.13143735037742119,0.015645940002061792,high,high,W(25),F2.1,P17,B30,W(25)-3,F2,Female,P15,1/10/2023,a-CSF1
307,B30_1_MIP.czi:c:3/4 - B30_1_MIP.czi #1,B30,4,1,0.05836218986513056,-0.0017666276294321104,mid,mid,W(25),F2.1,P17,B30,W(25)-3,F2,Female,P15,1/10/2023,a-CSF1
308,B30_2_MIP.czi:c:3/4 - B30_2_MIP.czi #1,B30,1,2,0.10261614524708557,-0.017733454674149357,mid,low,W(25),F2.1,P17,B30,W(25)-3,F2,Female,P15,1/10/2023,a-CSF1
309,B30_2_MIP.czi:c:3/4 - B30_2_MIP.czi #1,B30,2,2,0.1528093675290507,-0.012044574807329428,high,low,W(25),F2.1,P17,B30,W(25)-3,F2,Female,P15,1/10/2023,a-CSF1
310,B30_2_MIP.czi:c:3/4 - B30_2_MIP.czi #1,B30,3,2,0.13555064470259603,-0.038776914294640474,high,low,W(25),F2.1,P17,B30,W(25)-3,F2,Female,P15,1/10/2023,a-CSF1
311,B30_2_MIP.czi:c:3/4 - B30_2_MIP.czi #1,B30,4,2,0.18611065586632308,-0.029771846809935096,high,low,W(25),F2.1,P17,B30,W(25)-3,F2,Female,P15,1/10/2023,a-CSF1
312,B30_3_MIP.czi:c:3/4 - B30_3_MIP.czi #1,B30,1,3,0.10216273234548792,-0.07186263372738962,mid,low,W(25),F2.1,P17,B30,W(25)-3,F2,Female,P15,1/10/2023,a-CSF1
313,B30_3_MIP.czi:c:3/4 - B30_3_MIP.czi #1,B30,2,3,0.05632484534793408,-0.03566894314646067,mid,low,W(25),F2.1,P17,B30,W(25)-3,F2,Female,P15,1/10/2023,a-CSF1
314,B30_3_MIP.czi:c:3/4 - B30_3_MIP.czi #1,B30,3,3,0.06083924145483889,-0.02309147703543256,mid,low,W(25),F2.1,P17,B30,W(25)-3,F2,Female,P15,1/10/2023,a-CSF1
315,B30_3_MIP.czi:c:3/4 - B30_3_MIP.czi #1,B30,4,3,0.047180110542851206,-0.01197240409324049,low,low,W(25),F2.1,P17,B30,W(25)-3,F2,Female,P15,1/10/2023,a-CSF1
316,B32_1_MIP.czi:c:3/4 - B32_1_MIP.czi #1,B32,1,1,0.038696456391041786,0.010283104674537608,low,high,W(28),F2.1,P17,B32,W(28),F2,Female,P15,1/11/2023,a-IL34
317,B32_1_MIP.czi:c:3/4 - B32_1_MIP.czi #1,B32,2,1,0.040106858964668396,0.015117294410436792,low,high,W(28),F2.1,P17,B32,W(28),F2,Female,P15,1/11/2023,a-IL34
318,B32_1_MIP.czi:c:3/4 - B32_1_MIP.czi #1,B32,3,1,0.07296418715473153,0.01138259507955746,mid,high,W(28),F2.1,P17,B32,W(28),F2,Female,P15,1/11/2023,a-IL34
319,B32_1_MIP.czi:c:3/4 - B32_1_MIP.czi #1,B32,4,1,0.06581943556272861,0.01118419494435817,mid,high,W(28),F2.1,P17,B32,W(28),F2,Female,P15,1/11/2023,a-IL34
320,B32_2_MIP.czi:c:3/4 - B32_2_MIP.czi #1,B32,1,2,0.04556360031158105,0.010534113735284914,low,high,W(28),F2.1,P17,B32,W(28),F2,Female,P15,1/11/2023,a-IL34
321,B32_2_MIP.czi:c:3/4 - B32_2_MIP.czi #1,B32,2,2,0.04918629871732763,0.010089369490879158,low,high,W(28),F2.1,P17,B32,W(28),F2,Female,P15,1/11/2023,a-IL34
322,B32_2_MIP.czi:c:3/4 - B32_2_MIP.czi #1,B32,3,2,0.027942345920483003,0.00197108988289689,low,mid,W(28),F2.1,P17,B32,W(28),F2,Female,P15,1/11/2023,a-IL34
323,B32_2_MIP.czi:c:3/4 - B32_2_MIP.czi #1,B32,4,2,0.07434119305369238,0.007211253888761877,mid,mid,W(28),F2.1,P17,B32,W(28),F2,Female,P15,1/11/2023,a-IL34
324,B32_3_MIP.czi:c:3/4 - B32_3_MIP.czi #1,B32,1,3,0.06079301009760874,0.007607544628417742,mid,mid,W(28),F2.1,P17,B32,W(28),F2,Female,P15,1/11/2023,a-IL34
325,B32_3_MIP.czi:c:3/4 - B32_3_MIP.czi #1,B32,2,3,0.07016441582048724,-0.0005473709298458099,mid,mid,W(28),F2.1,P17,B32,W(28),F2,Female,P15,1/11/2023,a-IL34
326,B32_3_MIP.czi:c:3/4 - B32_3_MIP.czi #1,B32,3,3,0.11508367413280161,0.004353900527724566,high,mid,W(28),F2.1,P17,B32,W(28),F2,Female,P15,1/11/2023,a-IL34
327,B32_3_MIP.czi:c:3/4 - B32_3_MIP.czi #1,B32,4,3,0.05986550768794199,0.008274525617761055,mid,mid,W(28),F2.1,P17,B32,W(28),F2,Female,P15,1/11/2023,a-IL34
